pressure,temp
142.78475009513343,22.413911316543818
157.33564656389018,22.427723286906257
171.71237140563454,22.432327270507812
186.03036378059164,22.427723286906257
200.42227326073527,22.441535227932036
214.81016369972232,22.450743172317743
229.16613348240423,22.446139201754704
243.4677661196689,22.459951103664935
257.872445315364,22.46915902197361
279.8867898877672,22.473762976238504
302.988881554293,22.510594493011013
326.2001410923524,22.515198417939246
349.0059891705828,22.538217993685976
371.8000355108693,22.547425801167265
394.56916857140203,22.556633595610037
417.17088451074545,22.57044526282698
439.5673178117447,22.579653024673462
462.078421345373,22.58886077348143
484.4072886553526,22.60267237224616
506.51559624729293,22.621087791631
528.3865516781756,22.63489932194352
550.0293195369032,22.644106992520392
571.2927890125798,22.662522294558585
592.3085668554124,22.685541348764673
612.8218422077992,22.685541348764673
633.1539148422256,22.690145149827003
653.0090272052925,22.717767887748778
672.3864184932963,22.731579212704673
691.5405161603672,22.740786746377125
710.1161951140892,22.74999426701106
728.2054763583146,22.75920177460648
745.9103717523067,22.773013011552393
763.0349494551318,22.777616750681773
779.5787360855998,22.786824219161645
795.6412780610502,22.800635397434235
811.09611667547,22.814446546370164
825.9998868472526,22.814446546370164
840.1724496493993,22.832861365983263
853.6776803501327,22.837465062737465
866.6611085533074,22.851276133442298
878.8858832201325,22.855879817157984
890.5234489870033,22.86508717481047
901.6873597963789,22.888105511898175
911.9382950565166,22.897312823915854
921.5911204508801,22.906520122895017
935.8864688519201,22.911123767495155
996.6229864185764,22.952556422213092
999.486749075191,22.998592395568267
999.781666707751,23.003195974975824
999.880414195413,22.99398881290108
999.8808482982637,22.989385226974264
999.9897663397009,22.98478163778782
999.9787230025058,23.003195974975824
999.9787230025058,23.003195974975824
1000.0222483484256,23.012403124012053
1000.0218136445321,23.021610260009766
1000.0874296758755,23.02621382311918
1000.0763849717357,23.021610260009766
1000.0980396007769,23.030817382968962
1000.0757281610303,23.049231589771807
1000.0540748892932,23.04462804296054
1000.0867748460424,23.053835133323446
1000.0976017028095,23.063042210647836
1000.0098856008664,23.067645744420588
1000.1190346696727,23.067645744420588
1000.1627835445796,23.07224927493371
1000.1079866486144,23.067645744420588
1000.1625627824317,23.07224927493371
1000.0750633543379,23.08145632618107
1000.1404658238322,23.076852802187204
1000.1077643619112,23.08145632618107
1000.1077643619112,23.086059846915305
